Date,Day,Month,Year,Flow
2010-01-02,2,1,2010,3955.353
2010-01-03,3,1,2010,4470.386
2010-01-04,4,1,2010,4629.63
2010-01-05,5,1,2010,5769.296
2010-01-06,6,1,2010,6101.682
2010-01-07,7,1,2010,6586.482
2010-01-08,8,1,2010,6795.941
2010-01-09,9,1,2010,7326.438
2010-01-10,10,1,2010,7651.043
2010-01-11,11,1,2010,7724.346
2010-01-12,12,1,2010,7723.715
2010-01-13,13,1,2010,7723.085
2010-01-14,14,1,2010,7711.979
2010-01-15,15,1,2010,7164.095
2010-01-16,16,1,2010,6643.576
2010-01-17,17,1,2010,6761.305
2010-01-18,18,1,2010,6777.777
2010-01-19,19,1,2010,6559.242
2010-01-20,20,1,2010,6554.746
2010-01-21,21,1,2010,6256.871
2010-01-22,22,1,2010,5989.027
2010-01-23,23,1,2010,5915.995
2010-01-24,24,1,2010,5860.607
2010-01-25,25,1,2010,5845.044
2010-01-26,26,1,2010,5872.685
2010-01-27,27,1,2010,6103.334
2010-01-28,28,1,2010,6184.381
2010-01-29,29,1,2010,6234.451
2010-01-30,30,1,2010,6550.55
2010-01-31,31,1,2010,6602.379
2010-02-01,1,2,2010,6451.678
2010-02-02,2,2,2010,5898.922
2010-02-03,3,2,2010,5124.04
2010-02-04,4,2,2010,4555.424
2010-02-05,5,2,2010,4409.239
2010-02-06,6,2,2010,3750.183
2010-02-07,7,2,2010,3257.567
2010-02-08,8,2,2010,3140.873
2010-02-09,9,2,2010,2674.62
2010-02-10,10,2,2010,2393.739
2010-02-11,11,2,2010,2616.013
2010-02-12,12,2,2010,2817.177
2010-02-13,13,2,2010,3702.103
2010-02-14,14,2,2010,4670.067
2010-02-15,15,2,2010,3871.148
2010-02-16,16,2,2010,4385.38
2010-02-17,17,2,2010,5205.073
2010-02-18,18,2,2010,4915.115
2010-02-19,19,2,2010,3254.263
2010-02-20,20,2,2010,3107.125
2010-02-21,21,2,2010,3625.313
2010-02-22,22,2,2010,3865.075
2010-02-23,23,2,2010,3878.473
2010-02-24,24,2,2010,3821.676
2010-02-25,25,2,2010,3815.179
2010-02-26,26,2,2010,3962.152
2010-02-27,27,2,2010,4265.706
2010-02-28,28,2,2010,4350.598
2010-03-01,1,3,2010,4030.679
2010-03-02,2,3,2010,3910.195
2010-03-03,3,3,2010,3639.816
2010-03-04,4,3,2010,3033.498
2010-03-05,5,3,2010,2584.463
2010-03-06,6,3,2010,2300.892
2010-03-07,7,3,2010,3731.382
2010-03-08,8,3,2010,21085.501
2010-03-09,9,3,2010,19197.707
2010-03-10,10,3,2010,10025.268
2010-03-11,11,3,2010,7029.539
2010-03-12,12,3,2010,4327.007
2010-03-13,13,3,2010,2767.061
2010-03-14,14,3,2010,2236.104
2010-03-15,15,3,2010,2980.756
2010-03-16,16,3,2010,3752.48
2010-03-17,17,3,2010,3428.504
2010-03-18,18,3,2010,2887.724
2010-03-19,19,3,2010,2513.659
2010-03-20,20,3,2010,2358.339
2010-03-21,21,3,2010,2216.636
2010-03-22,22,3,2010,2175.737
2010-03-23,23,3,2010,2121.578
2010-03-24,24,3,2010,2153.029
2010-03-25,25,3,2010,2260.659
2010-03-26,26,3,2010,2538.866
2010-03-27,27,3,2010,2771.563
2010-03-28,28,3,2010,3056.26
2010-03-29,29,3,2010,2970.983
2010-03-30,30,3,2010,2863.532
2010-03-31,31,3,2010,2904.207
2010-04-01,1,4,2010,2951.033
2010-04-02,2,4,2010,2638.519
2010-04-03,3,4,2010,2664.592
2010-04-04,4,4,2010,2708.975
2010-04-05,5,4,2010,2379.695
2010-04-06,6,4,2010,2218.491
2010-04-07,7,4,2010,1895.624
2010-04-08,8,4,2010,1465.491
2010-04-09,9,4,2010,1335.974
2010-04-10,10,4,2010,1307.922
2010-04-11,11,4,2010,1641.508
2010-04-12,12,4,2010,2974.584
2010-04-13,13,4,2010,3370.724
2010-04-14,14,4,2010,3216.542
2010-04-15,15,4,2010,3043.246
2010-04-16,16,4,2010,3003.01
2010-04-17,17,4,2010,2984.8
2010-04-18,18,4,2010,2989.251
2010-04-19,19,4,2010,2991.133
2010-04-20,20,4,2010,2986.144
2010-04-21,21,4,2010,3012.247
2010-04-22,22,4,2010,3177.156
2010-04-23,23,4,2010,3257.275
2010-04-24,24,4,2010,3388.194
2010-04-25,25,4,2010,3305.586
2010-04-26,26,4,2010,3013.816
2010-04-27,27,4,2010,4285.078
2010-04-28,28,4,2010,4851.989
2010-04-29,29,4,2010,4098.373
2010-04-30,30,4,2010,3806.483
2010-05-01,1,5,2010,3761.481
2010-05-02,2,5,2010,3753.506
2010-05-03,3,5,2010,3720.228
2010-05-04,4,5,2010,3627.265
2010-05-05,5,5,2010,3393.449
2010-05-06,6,5,2010,3033.098
2010-05-07,7,5,2010,2830.395
2010-05-08,8,5,2010,3037.896
2010-05-09,9,5,2010,3021.48
2010-05-10,10,5,2010,2870.18
2010-05-11,11,5,2010,2573.607
2010-05-12,12,5,2010,2254.739
2010-05-13,13,5,2010,2087.408
2010-05-14,14,5,2010,2210.071
2010-05-15,15,5,2010,2680.67
2010-05-16,16,5,2010,3198.112
2010-05-17,17,5,2010,3456.505
2010-05-18,18,5,2010,3557.461
2010-05-19,19,5,2010,3576.891
2010-05-20,20,5,2010,3537.184
2010-05-21,21,5,2010,3446.926
2010-05-22,22,5,2010,3576.246
2010-05-23,23,5,2010,3585.637
2010-05-24,24,5,2010,3531.385
2010-05-25,25,5,2010,3243.509
2010-05-26,26,5,2010,2833.569
2010-05-27,27,5,2010,2543.151
2010-05-28,28,5,2010,2247.394
2010-05-29,29,5,2010,1990.612
2010-05-30,30,5,2010,1637.609
2010-05-31,31,5,2010,1680.708
2010-06-01,1,6,2010,1773.567
2010-06-02,2,6,2010,2280.3
2010-06-03,3,6,2010,2019.252
2010-06-04,4,6,2010,1598.641
2010-06-05,5,6,2010,1351.644
2010-06-06,6,6,2010,1210.673
2010-06-07,7,6,2010,1209.441
2010-06-08,8,6,2010,1523.127
2010-06-09,9,6,2010,1740.412
2010-06-10,10,6,2010,1776.428
2010-06-11,11,6,2010,1740.835
2010-06-12,12,6,2010,1611.237
2010-06-13,13,6,2010,1558.105
2010-06-14,14,6,2010,1456.534
2010-06-15,15,6,2010,1355.02
2010-06-16,16,6,2010,1229.233
2010-06-17,17,6,2010,1101.943
2010-06-18,18,6,2010,1044.425
2010-06-19,19,6,2010,1019.847
2010-06-20,20,6,2010,1607.796
2010-06-21,21,6,2010,2328.376
2010-06-22,22,6,2010,1826.12
2010-06-23,23,6,2010,1584.199
2010-06-24,24,6,2010,1393.011
2010-06-25,25,6,2010,1281.247
2010-06-26,26,6,2010,1296.545
2010-06-27,27,6,2010,1710.442
2010-06-28,28,6,2010,2964.395
2010-06-29,29,6,2010,3677.783
2010-06-30,30,6,2010,2485.357
2010-07-01,1,7,2010,1948.467
2010-07-02,2,7,2010,1645.208
2010-07-03,3,7,2010,1500.986
2010-07-04,4,7,2010,1408.794
2010-07-05,5,7,2010,1418.551
2010-07-06,6,7,2010,1542.994
2010-07-07,7,7,2010,1465.845
2010-07-08,8,7,2010,1385.476
2010-07-09,9,7,2010,1483.897
2010-07-10,10,7,2010,1662.684
2010-07-11,11,7,2010,1556.398
2010-07-12,12,7,2010,1395.315
2010-07-13,13,7,2010,1343.821
2010-07-14,14,7,2010,1754.878
2010-07-15,15,7,2010,4682.029
2010-07-16,16,7,2010,15726.95
2010-07-17,17,7,2010,20593.875
2010-07-18,18,7,2010,12696.58
2010-07-19,19,7,2010,7378.25
2010-07-20,20,7,2010,5252.571
2010-07-21,21,7,2010,4174.505
2010-07-22,22,7,2010,3507.263
2010-07-23,23,7,2010,3020.85
2010-07-24,24,7,2010,2669.191
2010-07-25,25,7,2010,2428.818
2010-07-26,26,7,2010,2246.968
2010-07-27,27,7,2010,2108.446
2010-07-28,28,7,2010,2011.146
2010-07-29,29,7,2010,1969.273
2010-07-30,30,7,2010,1887.915
2010-07-31,31,7,2010,1879.298
2010-08-01,1,8,2010,1964.142
2010-08-02,2,8,2010,2143.072
2010-08-03,3,8,2010,2488.262
2010-08-04,4,8,2010,7122.438
2010-08-05,5,8,2010,7744.448
2010-08-06,6,8,2010,5912.723
2010-08-07,7,8,2010,4371.31
2010-08-08,8,8,2010,3532.006
2010-08-09,9,8,2010,3026.632
2010-08-10,10,8,2010,2860.684
2010-08-11,11,8,2010,3826.759
2010-08-12,12,8,2010,13135.291
2010-08-13,13,8,2010,24651.202
2010-08-14,14,8,2010,26318.612
2010-08-15,15,8,2010,17394.619
2010-08-16,16,8,2010,10988.616
2010-08-17,17,8,2010,10526.257
2010-08-18,18,8,2010,13854.057
2010-08-19,19,8,2010,12940.953
2010-08-20,20,8,2010,11790.71
2010-08-21,21,8,2010,14004.388
2010-08-22,22,8,2010,11854.611
2010-08-23,23,8,2010,9708.05
2010-08-24,24,8,2010,8417.919
2010-08-25,25,8,2010,7067.734
2010-08-26,26,8,2010,6396.234
2010-08-27,27,8,2010,6497.731
2010-08-28,28,8,2010,10689.874
2010-08-29,29,8,2010,13362.991
2010-08-30,30,8,2010,10889.367
2010-08-31,31,8,2010,8555.802
2010-09-01,1,9,2010,6874.634
2010-09-02,2,9,2010,6016.552
2010-09-03,3,9,2010,5453.441
2010-09-04,4,9,2010,5432.509
2010-09-05,5,9,2010,15395.722
2010-09-06,6,9,2010,40378.164
2010-09-07,7,9,2010,44977.593
2010-09-08,8,9,2010,45950.773
2010-09-09,9,9,2010,40977.074
2010-09-10,10,9,2010,35440
2010-09-11,11,9,2010,29828.219
2010-09-12,12,9,2010,26520.476
2010-09-13,13,9,2010,20746.845
2010-09-14,14,9,2010,15141.305
2010-09-15,15,9,2010,12678.853
2010-09-16,16,9,2010,12214.772
2010-09-17,17,9,2010,11662.258
2010-09-18,18,9,2010,10164.386
2010-09-19,19,9,2010,8714.009
2010-09-20,20,9,2010,7679.978
2010-09-21,21,9,2010,6990.232
2010-09-22,22,9,2010,6414.753
2010-09-23,23,9,2010,5969.235
2010-09-24,24,9,2010,5613.197
2010-09-25,25,9,2010,5288.741
2010-09-26,26,9,2010,5006.504
2010-09-27,27,9,2010,4746.157
2010-09-28,28,9,2010,4518.815
2010-09-29,29,9,2010,4338.313
2010-09-30,30,9,2010,4691.006
2010-10-01,1,10,2010,5146.68
2010-10-02,2,10,2010,6332.44
2010-10-03,3,10,2010,7325.717
2010-10-04,4,10,2010,8124.712
2010-10-05,5,10,2010,8197.849
2010-10-06,6,10,2010,7847.731
2010-10-07,7,10,2010,7784.591
2010-10-08,8,10,2010,7865.754
2010-10-09,9,10,2010,8587.905
2010-10-10,10,10,2010,7589.615
2010-10-11,11,10,2010,7088.577
2010-10-12,12,10,2010,6919.738
2010-10-13,13,10,2010,7437.316
2010-10-14,14,10,2010,11772.572
2010-10-15,15,10,2010,28602.938
2010-10-16,16,10,2010,52627.416
2010-10-17,17,10,2010,74581.358
2010-10-18,18,10,2010,62650.756
2010-10-19,19,10,2010,56195.168
2010-10-20,20,10,2010,49318.002
2010-10-21,21,10,2010,34674.44
2010-10-22,22,10,2010,26527.369
2010-10-23,23,10,2010,22705.664
2010-10-24,24,10,2010,16885.002
2010-10-25,25,10,2010,14363.525
2010-10-26,26,10,2010,12739.723
2010-10-27,27,10,2010,11577.577
2010-10-28,28,10,2010,13488.72
2010-10-29,29,10,2010,15466.523
2010-10-30,30,10,2010,20313.414
2010-10-31,31,10,2010,24292.638
2010-11-01,1,11,2010,21488.803
2010-11-02,2,11,2010,22315.648
2010-11-03,3,11,2010,17777.667
2010-11-04,4,11,2010,14876.021
2010-11-05,5,11,2010,18355.258
2010-11-06,6,11,2010,21502.416
2010-11-07,7,11,2010,21559.155
2010-11-08,8,11,2010,19469.712
2010-11-09,9,11,2010,16658.448
2010-11-10,10,11,2010,16274.666
2010-11-11,11,11,2010,15778.529
2010-11-12,12,11,2010,16461.411
2010-11-13,13,11,2010,19547.655
2010-11-14,14,11,2010,22266.234
2010-11-15,15,11,2010,24756.611
2010-11-16,16,11,2010,34083.408
2010-11-17,17,11,2010,24382.727
2010-11-18,18,11,2010,18928.036
2010-11-19,19,11,2010,19994.115
2010-11-20,20,11,2010,19197.406
2010-11-21,21,11,2010,17020.659
2010-11-22,22,11,2010,15741.097
2010-11-23,23,11,2010,14375.253
2010-11-24,24,11,2010,13867.931
2010-11-25,25,11,2010,13739.187
2010-11-26,26,11,2010,13416.634
2010-11-27,27,11,2010,13409.44
2010-11-28,28,11,2010,17017.728
2010-11-29,29,11,2010,20834.228
2010-11-30,30,11,2010,26574.765
2010-12-01,1,12,2010,38294.668
2010-12-02,2,12,2010,45238.407
2010-12-03,3,12,2010,52188.446
2010-12-04,4,12,2010,59037.736
2010-12-05,5,12,2010,79167.613
2010-12-06,6,12,2010,144220.264
2010-12-07,7,12,2010,136803.69
2010-12-08,8,12,2010,100876.704
2010-12-09,9,12,2010,76768.327
2010-12-10,10,12,2010,81702.438
2010-12-11,11,12,2010,79841.489
2010-12-12,12,12,2010,93923.504
2010-12-13,13,12,2010,105089.177
2010-12-14,14,12,2010,82901.647
2010-12-15,15,12,2010,61133.976
2010-12-16,16,12,2010,49093.994
2010-12-17,17,12,2010,42469.45
2010-12-18,18,12,2010,39134.785
2010-12-19,19,12,2010,34682.237
2010-12-20,20,12,2010,29556.573
2010-12-21,21,12,2010,27172.049
2010-12-22,22,12,2010,26339.712
2010-12-23,23,12,2010,24571.318
2010-12-24,24,12,2010,23159.339
2010-12-25,25,12,2010,21928.815
2010-12-26,26,12,2010,21120.723
2010-12-27,27,12,2010,20417.595
2010-12-28,28,12,2010,19739.015
2010-12-29,29,12,2010,18505.256
2010-12-30,30,12,2010,16208.069
2010-12-31,31,12,2010,14907.765
2011-01-01,1,1,2011,14012.733
2011-01-02,2,1,2011,13498.079
2011-01-03,3,1,2011,13243.474
2011-01-04,4,1,2011,13082.048
2011-01-05,5,1,2011,12686.065
2011-01-06,6,1,2011,12043.391
2011-01-07,7,1,2011,11481.471
2011-01-08,8,1,2011,11007.132
